Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,SL No.,State/UT Name,District Name,Mine Name,Coal/ Lignite Production (MT) (2019-2020),Coal Mine Owner Name,Coal Mine Owner Full Name,Coal/Lignite,Govt Owned/Private,Type of Mine (OC/UG/Mixed),Latitude ,Longitude ,Source,Accuracy (exact vs approximate),Methane_Emissions_m3,Methane_Emissions_kg,CO2_Emissions_per_Ton,CO2_Emissions,Carbon Footprint_kgCO2e
111,111,111,114,115,Jharkhand ,Dhanbad ,PHULARITAND,2.68,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.782,86.2229,"Google Maps: https://www.google.com/maps/place/Phularitand+Hired+Patch.(Colliery)/@23.7820301,86.2227211,21z/data=!4m12!1m6!3m5!1s0x39f41e5b855a1c47:0x87b5c410e9c6e2d3!2sPhularitand+Hired+Patch.(Colliery)!8m2!3d23.7820252!4d86.2228579!3m4!1s0x39f41e5b855a1c47:0x87b5c410e9c6e2d3!8m2!3d23.7820252!4d86.2228579",Exact,0.0,0.0,2440.68,6541.0224,6541.0224
112,112,112,115,116,Jharkhand ,Dhanbad ,"NEW AKASH KINAREE COLLY
(NAKC)",1.2,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.8079,86.2843,"Google Maps: https://www.google.com/maps/place/Seam+2+Office+New+Akash+Kinaree+Colliery/@23.807866,86.284204,21z/data=!4m5!3m4!1s0x39f6a0ce805943cf:0x46fa645a90cc027f!8m2!3d23.8078664!4d86.2843398",Approximate: coordinates of Seam 2 Office New Akash Kinaree Colliery,0.0,0.0,2440.68,2928.816,2928.816
113,113,113,116,117,Jharkhand ,Dhanbad ,"AMALGAMATED KESHALPUR
WEST MUDIDIH COLLIERY
(AKWMC)",4.22,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.8078,86.3221,"BCCL website, Katras area overview: http://www.bcclweb.in/?page_id=1718",Exact,0.0,0.0,2440.68,10299.6696,10299.6696
114,114,114,117,118,Jharkhand ,Dhanbad ,TETULMARI,0.67,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.8034,86.345,FORM- I FOR CLUSTER V OF BCCL MINES: http://environmentclearance.nic.in/writereaddata/modification/PreviousTOR/13092017UZBIBOX5Annexure-UpdatedForm1Letter.pdf,Exact,0.0,0.0,2440.68,1635.2556,1635.2556
115,115,115,118,119,Jharkhand ,Dhanbad ,"NEW GODHUR. KUSUNDA
COLLIERY",0.95,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.788555,86.391912,"Google Maps: https://www.google.com/maps/place/Godhar,+Jharkhand,+India/@23.788151,86.3914975,351m/data=!3m1!1e3!4m5!3m4!1s0x39f6a310e8342ccf:0x9774cadc65452236!8m2!3d23.783867!4d86.3959473",Exact,0.0,0.0,2440.68,2318.6459999999997,2318.6459999999997
116,116,116,119,120,Jharkhand ,Dhanbad ,"GONDUDIH KHAS KUSUNDU
COLLY",0.24,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.804,86.3773,"Google Maps: https://www.google.com/maps/place/Gondudih+Khas+Kusunda+Colliery+Office/@23.8040294,86.3770616,97m/data=!3m1!1e3!4m8!1m2!2m1!1sGONDUDIH+KHAS+KUSUNDU!3m4!1s0x39f6a39d4b888357:0x1ae857b69509b5e7!8m2!3d23.8039885!4d86.3772723",Approximate: coordinates of Gondudih Khas Kusunda Colliery Office,0.0,0.0,2440.68,585.7632,585.7632
117,117,117,120,121,Jharkhand ,Dhanbad ,GOPALICHUCK,0.01,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.754838,86.36436,"Google Maps: https://www.google.com/maps/place/P+B+Area+Office+BCCL/@23.7541496,86.3636536,324m/data=!3m1!1e3!4m5!3m4!1s0x39f6a24679a41497:0xdf2ee223ff9d4f1d!8m2!3d23.7539721!4d86.3628059",Exact,0.0,0.0,2440.68,24.4068,24.4068
118,118,118,121,122,Jharkhand ,Dhanbad ,KUYA /KOCP,1.922,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.7363,86.4498,"Google Maps: https://www.google.com/maps/place/KOCP+BCCL/@23.7363607,86.4496692,85m/data=!3m1!1e3!4m5!3m4!1s0x39f6bdc6044fe783:0xc3e342e454f9f8eb!8m2!3d23.7363214!4d86.4497966",Exact,0.0,0.0,2440.68,4690.986959999999,4690.986959999999
119,119,119,122,123,Jharkhand ,Dhanbad ,BHOWRA(SOUTH) COLLIERY,0.32,BCCL,Bharat Coking Coal Limited,Bituminous,G,Mixed,23.6821,86.4007,"Google Maps: https://www.google.com/maps/place/BCCL,+Bhowra+North%2FSouth+Colliery+Office/@23.6813968,86.3977709,664m/data=!3m1!1e3!4m13!1m7!3m6!1s0x39f6983786f682ab:0x8a235141e818006d!2sBhowra,+Pathardih,+Jharkhand+828302,+India!3b1!8m2!3d23.6851273!4d86.3978464!3m4!1s0x0:0xd505d4873fc9cf5b!8m2!3d23.6820624!4d86.400619",Approximate: coordinates of BCCL Bhowra North/South Colliery Office,0.0,0.0,2440.68,781.0176,781.0176
120,120,120,124,125,Jharkhand ,Ramgarh,BHURKUNDA UG,0.04,CCL,Central Coalfields Limited,Bituminous,G,UG,23.6523,85.3598,"Google Maps: https://www.google.com/maps/place/Bhurkunda,+Jharkhand,+India/@23.654821,85.3449029,14z/data=!4m5!3m4!1s0x39f4ec67dddffc05:0x983cc36997b44e3b!8m2!3d23.652439!4d85.3601307",Approximate center coordinates of Bhurkunda,0.72,0.5162399999999999,2440.68,97.6272,110.5332
121,121,121,125,126,Jharkhand ,Ramgarh,BHURKUNDA OC,0.68,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6572,85.3653,"Google Maps: https://www.google.com/maps/place/Bhurkunda+Open+Cast+Mine/@23.6558357,85.36,15.01z/data=!4m5!3m4!1s0x39f4ec855f8517cf:0x3eeca7a171e6e17e!8m2!3d23.6571921!4d85.3652608",Exact,0.816,0.5850719999999999,2440.68,1659.6624,1674.2892
122,122,122,126,127,Jharkhand ,Ramgarh,SAUNDA,0.0,CCL,Central Coalfields Limited,Bituminous,G,UG,23.6625,85.3347,2016-17 Environmental Statement of Saunda 'D' Colliery: https://www.centralcoalfields.in/pdfs/sutbs/envrmnt/01_11_17_saunda_D.pdf,Approximate: coordinates for Saunda D colliery,0.0,0.0,2440.68,0.0,0.0
123,123,123,127,128,Jharkhand ,Ramgarh,C. SAUNDA,0.0,CCL,Central Coalfields Limited,Bituminous,G,UG,23.6716,85.3472,"Google Maps: https://www.google.com/maps/place/Central+Saunda,+Saunda+Basti,+Jharkhand+829126,+India/@23.6659342,85.3427457,15z/data=!4m8!1m2!2m1!1sSAUNDA+colliery!3m4!1s0x39f4eb5d7395e3f5:0xf9207a057bf5f320!8m2!3d23.6706252!4d85.347864",Approximate: coordinates of Central Saunda,0.0,0.0,2440.68,0.0,0.0
124,124,124,128,129,Jharkhand ,Ramgarh,SIRKA,0.0,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7507,85.5833,"Google Maps: https://www.google.com/maps/place/Sirka,+Jharkhand,+India/@23.749698,85.5634453,14z/data=!4m5!3m4!1s0x39f48a5fc3a572cb:0x92f57eb82fc60f01!8m2!3d23.7510037!4d85.5843632",Approximate: coordinates of Sirka area,0.0,0.0,2440.68,0.0,0.0
125,125,125,129,130,Jharkhand ,Ramgarh,SARUBERA/CHAINPUR,0.01,CCL,Central Coalfields Limited,Bituminous,G,OC,23.71,85.5518,2014-15 Environmental Statement of Sarubera Project: https://www.centralcoalfields.in/pdfs/sutbs/envrmnt/SARUBERA_OC_UG.pdf,Exact,0.012,0.008604,2440.68,24.4068,24.6219
126,126,126,130,131,Jharkhand ,Ramgarh,ARA,0.0,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7414,85.5555,"Google Maps: https://www.google.com/maps/place/Bal+Vidya+Mandir/@23.7412555,85.5552913,19z/data=!4m13!1m7!3m6!1s0x39f48b06a98da709:0x6834e07c999c979e!2sAra,+Jharkhand+829131,+India!3b1!8m2!3d23.7416514!4d85.5557418!3m4!1s0x39f48b06a83ee017:0x8831a5a719e894bb!8m2!3d23.7413547!4d85.5555153",Approximate: coordinates of Bal Vidya Mandir school,0.0,0.0,2440.68,0.0,0.0
127,127,127,131,132,Jharkhand ,Ramgarh,KARMA,0.49,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6505,85.5659,"Google Maps: https://www.google.com/maps/place/Karma+Ocp+Pit+Office/@23.6502433,85.5641064,17z/data=!4m5!3m4!1s0x39f4f5aa24555d79:0x3ffbc16d3ad29413!8m2!3d23.6504651!4d85.5658755",Approximate: coordinates of Karma OCP Pit Office,0.588,0.4215959999999999,2440.68,1195.9332,1206.4731
128,128,128,132,133,Jharkhand ,Ramgarh,PUNDI,0.03,CCL,Central Coalfields Limited,Bituminous,G,OC,23.8236,85.5218,Mining Plan of Pundi OCP: http://environmentclearance.nic.in/writereaddata/Online/TOR/14_Apr_2018_190641227WNQOIWA6AnnexurepreFeasibilityreport.pdf,Exact,0.036,0.0258119999999999,2440.68,73.2204,73.86569999999999
129,129,129,133,134,Jharkhand ,Ramgarh,KUJU,0.0,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7474,85.5094,Mining Plan of Kuju OCP: http://environmentclearance.nic.in/writereaddata/Online/EDS/0_0_18_May_2019_1402450671KujuOCP.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
130,130,130,134,135,Jharkhand ,Ramgarh,TOPA,1.2,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7379,85.4807,"Google Maps: https://www.google.com/maps/place/Topa+Opencast+Mines/@23.7384655,85.4787029,17z/data=!4m12!1m6!3m5!1s0x39f48ce2d5e15aaf:0xb275165dde108a22!2sCCL+Project+office+topa+colliery!8m2!3d23.7328428!4d85.4813207!3m4!1s0x39f48cfdc633a30f:0xf5e25f7039b7c1eb!8m2!3d23.7378265!4d85.4806843",Exact,1.44,1.0324799999999998,2440.68,2928.816,2954.6279999999997
131,131,131,135,136,Jharkhand ,Ramgarh,HESAGARA,0.0,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7602,85.505,"Google Maps: https://www.google.com/maps/place/Hesagara,+Jharkhand+825316,+India/@23.7612206,85.4705057,13z/data=!4m5!3m4!1s0x39f48c6edb7c48e7:0x70f560ff2cd6ec95!8m2!3d23.7606604!4d85.5071469",Approximate: coordinates of Hesagara area,0.0,0.0,2440.68,0.0,0.0
132,132,132,136,137,Jharkhand ,Ramgarh,KEDLA UG,0.02,CCL,Central Coalfields Limited,Bituminous,G,UG,23.803,85.5951,"Google Maps: https://www.google.com/maps/place/Kedla+Underground+Project,+Jharkhand+825325,+India/@23.7874146,85.5744791,13.96z/data=!4m5!3m4!1s0x39f489fbbf2829b7:0xaa8f822789ff6155!8m2!3d23.8028852!4d85.5949717",Exact,0.36,0.2581199999999999,2440.68,48.8136,55.2666
133,133,133,137,138,Jharkhand ,Ramgarh,LAIYO,0.0,CCL,Central Coalfields Limited,Bituminous,G,UG,23.7903,85.6253,"Google Maps: https://www.google.com/maps/place/LAIYO+COLLIERY/@23.790417,85.3068613,9.82z/data=!4m5!3m4!1s0x39f461a03456737b:0x35fa664c542608dd!8m2!3d23.7903032!4d85.6252578",Exact,0.0,0.0,2440.68,0.0,0.0
134,134,134,138,139,Jharkhand ,Ramgarh,KEDLA OC,0.01,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7983,85.5792,"Google Maps: https://www.google.com/maps/place/kocp+ccl/@23.8012864,85.5806476,15z/data=!4m13!1m7!3m6!1s0x39f489fbbf2829b7:0xaa8f822789ff6155!2sKedla+Underground+Project,+Jharkhand+825325,+India!3b1!8m2!3d23.8028852!4d85.5949717!3m4!1s0x39f4898b4b617045:0x85d655ac0d30acd9!8m2!3d23.7983549!4d85.579218",Exact,0.012,0.008604,2440.68,24.4068,24.6219
135,135,135,139,140,Jharkhand ,Ramgarh,PAREJ EAST,0.59,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7389,85.5389,Pre-Feasibility Report of PAREJ EAST OCP: http://environmentclearance.nic.in/writereaddata/Online/TOR/06_Sep_2018_181421043MYCHCM4RAnnexure-prefeasibilityReport.pdf,Exact,0.708,0.507636,2440.68,1440.0012,1452.6921
136,136,136,140,141,Jharkhand ,Ramgarh,JHARKHAND,0.91,CCL,Central Coalfields Limited,Bituminous,G,OC,23.799613,85.607161,"Google Maps: https://www.google.com/maps/place/jharkhand+opencast+project+Officer's+Club/@23.7978053,85.6025145,659m/data=!3m1!1e3!4m12!1m6!3m5!1s0x39f4620176ad2c7d:0x1e4cb95d887decc7!2sjharkhand+opencast+project+Officer's+Club!8m2!3d23.7995034!4d85.6065738!3m4!1s0x39f4620176ad2c7d:0x1e4cb95d887decc7!8m2!3d23.7995034!4d85.6065738",Approximate: Jharkhand project office club,1.092,0.782964,2440.68,2221.0188,2240.5928999999996
137,137,137,141,142,Jharkhand ,Ramgarh,RAJRAPPA,1.4,CCL,Central Coalfields Limited,Bituminous,G,OC,23.621,85.6878,"Google Maps: https://www.google.com/maps/place/Rajrappa+Coal+Washery,+Sewai,+Jharkhand+829110,+India/@23.6211719,85.6873121,18z/data=!4m5!3m4!1s0x39f45c1ce4010def:0x1d1c381939a85551!8m2!3d23.6210338!4d85.6877869",Approximate: coordinates of Rajrappa Coal Washery,1.68,1.20456,2440.68,3416.9519999999998,3447.066
138,138,138,143,144,Jharkhand ,Hazaribagh,URIMARI,0.01,CCL,Central Coalfields Limited,Bituminous,G,UG,23.6939,85.3108,"Google Maps: https://www.google.com/maps/place/Urimari+UG+Manager+Office+Rd,+Urimari,+Jharkhand+825311,+India/@23.6937884,85.3105572,19z/data=!4m5!3m4!1s0x39f4952adbc27681:0x94134c53f469cff5!8m2!3d23.6937835!4d85.3111044",Approximate: coordinates of Urimari UG Manager Office,0.18,0.1290599999999999,2440.68,24.4068,27.6333
139,139,139,144,145,Jharkhand ,Hazaribagh,URIMARI ,1.04,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6931,85.3132,"Google Maps: https://www.google.com/maps/place/DAV+PUBLIC+SCHOOL,+URIMARI,+HAZARIBAGH/@23.6927274,85.310737,17z/data=!4m13!1m7!3m6!1s0x39f4952ab28fd303:0x313868ef208e4f7!2sUrimari,+Jharkhand+825311,+India!3b1!8m2!3d23.6933247!4d85.3129755!3m4!1s0x39f4952abaaaaaab:0x929eaa56f88db4b2!8m2!3d23.6933242!4d85.3129752",Approximate: coordinates of public school in Urimari,1.248,0.894816,2440.68,2538.3071999999997,2560.6775999999995
140,140,140,145,146,Jharkhand ,Hazaribagh,N. URIMARI(BIRSA),2.82,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6994,85.2975,"Environment Clearance, Brief Summary of North Urimari OCP: http://www.environmentclearance.nic.in/writereaddata/Online/TOR/06_Jun_2018_121326437PHQ2YTXNAnnexure_Briefsummaryofproject.pdf",Exact,3.384,2.426328,2440.68,6882.717599999999,6943.375799999999
141,141,141,146,147,Jharkhand ,Hazaribagh,GIDI 'A',0.11,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6833,85.3583,Environmental Statement of Gidi 'A' OCP for 2016-17: https://www.centralcoalfields.in/pdfs/sutbs/envrmnt/GIDI_A_972.pdf,Exact,0.132,0.094644,2440.68,268.47479999999996,270.8409
142,142,142,147,148,Jharkhand ,Hazaribagh,GIDI 'C' ,0.42,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6967,85.3958,Environmental Statement of New Gidi 'C' OCP for 2015-16: https://www.centralcoalfields.in/pdfs/sutbs/envrmnt/ES%2015-16%20GIDIC.pdf ,Exact,0.504,0.3613679999999999,2440.68,1025.0855999999999,1034.1198
143,143,143,148,149,Jharkhand ,Hazaribagh,RELIGARA,1.4,CCL,Central Coalfields Limited,Bituminous,G,OC,23.8617,85.5569,Environmental Statement of Religara Colliery for 2015-16: https://www.centralcoalfields.in/pdfs/sutbs/envrmnt/religara_1516.pdf,Exact,1.68,1.20456,2440.68,3416.9519999999998,3447.066
144,144,144,149,150,Jharkhand ,Hazaribagh,TAPIN,0.5,CCL,Central Coalfields Limited,Bituminous,G,OC,23.8306,85.5028,Tapin OCP 2011 Land Restoration/Reclamation Monitoring: https://www.centralcoalfields.in/sutbs/pdf/env_reclam/Tapin%20OCP_2011.pdf,Exact,0.6,0.4301999999999999,2440.68,1220.34,1231.095
145,145,145,150,151,Jharkhand ,Hazaribagh,TAPIN SOUTH ,0.32,CCL,Central Coalfields Limited,Bituminous,G,OC,23.8329,85.4729,"Google Maps: https://www.google.com/maps/place/Tapin+South+Mines/@23.8325761,85.4706662,682m/data=!3m1!1e3!4m5!3m4!1s0x39f48f34338fb2c7:0x556055ede2150fb!8m2!3d23.832823!4d85.4729277",Exact,0.384,0.275328,2440.68,781.0176,787.9008
146,146,146,151,152,Jharkhand ,Hazaribagh,Pakri Barwadih Coal Mine Project (CAPTIVE),9.42,NTPC ,,Bituminous,G,OC,23.915,85.1708,EIA Study for North-West Quarry of Pakri Barwadih Coal Mine Block: http://environmentclearance.nic.in/writereaddata/Online/TOR/11_Oct_2018_1657423379KIU3JFCProposedTOR.pdf,Exact,11.304,8.104968,2440.68,22991.205599999998,23193.829799999996
147,147,147,153,154,Jharkhand ,Bokaro,Bermo coal mine (CAPTIVE),0.047,DVC ,Damodar Valley Corporation,Bituminous,G,OC,23.7843,85.9634,"Google Maps: https://www.google.com/maps/place/DVC+BERMO+MINES/@23.7842941,85.9636033,17.98z/data=!4m12!1m6!3m5!1s0x39f414937748c823:0xa29f4e9308a055b5!2sColliery+Dispensary!8m2!3d23.7845827!4d85.956701!3m4!1s0x39f4148d1cc6876f:0x42e7f915c4acc376!8m2!3d23.7842894!4d85.9634404",Exact,0.0564,0.0404388,2440.68,114.71195999999999,115.72292999999999
148,148,148,154,155,Jharkhand ,Bokaro,GOVINDPUR,0.06,CCL,Central Coalfields Limited,Bituminous,G,UG,23.802105,85.871166,"Google Maps: https://www.google.com/maps/place/CCL+Govindpur+Project/@23.8019378,85.8681837,845m/data=!3m2!1e3!4b1!4m5!3m4!1s0x39f46b8ad9ca45d9:0xf73c1cefa1d5e974!8m2!3d23.8019378!4d85.8703724",Exact,1.08,0.77436,2440.68,146.4408,165.7998
149,149,149,155,156,Jharkhand ,Bokaro,KARO SPL,0.0,CCL,Central Coalfields Limited,Bituminous,G,UG,23.471,85.5838,EIA & Environmental Management Plan for Karo OCP Exp. and Karo Washery: http://environmentclearance.nic.in/DownloadPfdFile.aspx?FileName=LKkRglPZ6wli6NYMR3V0ZrhHIG2d+3+G8B64ngSlU77RBRlaEXiZFvbIzowV3GuR9VnVFzzbLEFtr54p2x050gwnLRwoNBUAxDIjtcmwu7TD3jIXtGcbflh13dCd0iMz&FilePath=93ZZBm8LWEXfg+HAlQix2fE2t8z/pgnoBhDlYdZCxzUeqEISsDpNmaozay3MPM7v,Exact,0.0,0.0,2440.68,0.0,0.0
150,150,150,156,157,Jharkhand ,Bokaro,DHORI KHAS,0.1,CCL,Central Coalfields Limited,Bituminous,G,UG,23.774,86.0144,Mine Closure Report for Dhori Khas Under Ground Project: http://www.mkpatna.in/MinePlan/MCP%20Dhori%20Khas%20UGP%200_166%20MTY.pdf,Exact,1.8,1.2906,2440.68,244.06799999999998,276.33299999999997
151,151,151,157,158,Jharkhand ,Bokaro,KATHARA,0.13,CCL,Central Coalfields Limited,Bituminous,G,OC,23.764,85.865,EIA & EMP of Kathara OCP: http://environmentclearance.nic.in/writereaddata/EIA/91127121612101482-2008.pdf,Exact,0.156,0.111852,2440.68,317.28839999999997,320.08469999999994
152,152,152,158,159,Jharkhand ,Bokaro,JARANGDIH,0.88,CCL,Central Coalfields Limited,Bituminous,G,OC,23.795,86.4122,Final Mine Closure Report for Jarangdih Open Cast Project: http://www.mkpatna.in/MinePlan/Mine%20Closure%20Jarangdih%20OCP%20Latest.pdf,Exact,1.056,0.757152,2440.68,2147.7983999999997,2166.7272
153,153,153,159,160,Jharkhand ,Bokaro,GOVINDPUR PH.II,1.84,CCL,Central Coalfields Limited,Bituminous,G,OC,23.8056,85.8694,Govindpur PH-II OCP 2011 Land Restoration/Reclamation Monitoring: https://www.centralcoalfields.in/hindi/sutbs/pdf/env_reclam/Govindpur%20ph-II%20OCP-11-12.pdf,Exact,2.208,1.583136,2440.68,4490.8512,4530.4296
154,154,154,160,161,Jharkhand ,Bokaro,BOKARO,0.21,CCL,Central Coalfields Limited,Bituminous,G,OC,23.791029,85.977907,"Google Maps: https://www.google.com/maps/place/karo+mine/@23.7902437,85.973497,845m/data=!3m1!1e3!4m5!3m4!1s0x39f41462f8209767:0x9ac65bd5fe12b804!8m2!3d23.7913923!4d85.9732395",Approximate: nearby area,0.252,0.1806839999999999,2440.68,512.5427999999999,517.0599
155,155,155,161,162,Jharkhand ,Bokaro,KARO - I,3.27,CCL,Central Coalfields Limited,Bituminous,G,OC,23.4702,85.5727,EIA & Environmental Management Plan for Karo OCP Exp. and Karo Washery: http://environmentclearance.nic.in/DownloadPfdFile.aspx?FileName=LKkRglPZ6wli6NYMR3V0ZrhHIG2d+3+G8B64ngSlU77RBRlaEXiZFvbIzowV3GuR9VnVFzzbLEFtr54p2x050gwnLRwoNBUAxDIjtcmwu7TD3jIXtGcbflh13dCd0iMz&FilePath=93ZZBm8LWEXfg+HAlQix2fE2t8z/pgnoBhDlYdZCxzUeqEISsDpNmaozay3MPM7v,Exact,3.924,2.813508,2440.68,7981.0235999999995,8051.3613
156,156,156,162,163,Jharkhand ,Bokaro,KARGALI,0.0,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7699,85.9904,Pre-Feasibility Report of Kargali OCP: http://environmentclearance.nic.in/writereaddata/Online/TOR/13_Apr_2018_225038640NBYUK3GLAnnexure-PrefeasibilityReportofKargaliOCP.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
157,157,157,163,164,Jharkhand ,Bokaro,AKK OCP,4.45,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7905,85.9198,"Google Maps: https://www.google.com/maps/place/AKK+OCP+PIT+office/@23.7915223,85.9147498,15.92z/data=!4m5!3m4!1s0x39f46b52a11928e7:0xdae06b1513f267db!8m2!3d23.7905076!4d85.9198555",Exact,5.34,3.82878,2440.68,10861.026,10956.745499999999
158,158,158,164,165,Jharkhand ,Bokaro,A A D OCM,1.43,CCL,Central Coalfields Limited,Bituminous,G,OC,23.766634,85.985521,"Google Maps: https://www.google.com/maps/place/GM+Office,+Dhori+Area,+CCL/@23.7663268,85.9841313,252m/data=!3m1!1e3!4m8!1m2!2m1!1sAMLO-DHORI-OCM+CCL,+DHORI+AREA+%2B+bOKARO!3m4!1s0x0:0xa7f0e95b172fdf8!8m2!3d23.7665723!4d85.9853628",Approximate: Dhori Area GM office,1.716,1.230372,2440.68,3490.1723999999995,3520.9316999999996
159,159,159,165,166,Jharkhand ,Bokaro,SEL. DHORI,2.22,CCL,Central Coalfields Limited,Bituminous,G,OC,23.775,85.5417,Updated Form-I for Selected Dhori Group of Mines: http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/0_0_14012016OL8LRUpdatedForm-I_SelectedGroupofmines.pdf,Exact,2.664,1.910088,2440.68,5418.3096000000005,5466.0618
160,160,160,166,167,Jharkhand ,Bokaro,TARMI,0.46,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7681,85.5542,Brief Description of Tarmi OCP: http://environmentclearance.nic.in/writereaddata/Online/TOR/13_Sep_2017_172637233ZOMTMVJDAnnexure-BriefSummaryofProject.pdf,Exact,0.552,0.395784,2440.68,1122.7128,1132.6074
161,161,161,167,168,Jharkhand ,Giridih,KABRIBAD,0.0,CCL,Central Coalfields Limited,Bituminous,G,OC,24.1572,86.3006,Pre-feasibility Report of Giridih-Kabribad Group of Mines: http://environmentclearance.nic.in/writereaddata/Online/TOR/13_Apr_2018_220448663CLAEG7ANAnnexure-PrefeasibilityReport.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
162,162,162,168,169,Jharkhand ,Giridih,GIRIDIH,0.13,CCL,Central Coalfields Limited,Bituminous,G,OC,24.1914,86.2996,"Google Maps: https://www.google.com/maps/place/Giridih+Coalfield/@24.1914002,86.2992661,20z/data=!4m5!3m4!1s0x39f1542affbfdfbb:0x2450e616077bee70!8m2!3d24.1914471!4d86.2995571",Approximate,0.156,0.111852,2440.68,317.28839999999997,320.08469999999994
163,163,163,169,170,Jharkhand ,Ranchi,CHURI,0.48,CCL,Central Coalfields Limited,Bituminous,G,UG,23.6786,85.0456,"Google Maps: https://www.google.com/maps/place/Churi,+Jharkhand+829209,+India/@23.6779554,85.0417507,16z/data=!4m8!1m2!2m1!1schuri+ug!3m4!1s0x39f4c9de0d2b9091:0x1e064028b30cfafe!8m2!3d23.6790671!4d85.0447798",Approximate: coordinates of Churi area,8.64,6.19488,2440.68,1171.5264,1326.3984
164,164,164,170,171,Jharkhand ,Ranchi,DAKRA,0.51,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6582,85.0166,"Google Maps: https://www.google.com/maps/place/Dakra+mines/@23.6637977,85.0028958,2732m/data=!3m1!1e3!4m5!3m4!1s0x39f4cb0f36d5f24b:0x2407990e71b4eec8!8m2!3d23.658211!4d85.0166287",Exact,0.612,0.4388039999999999,2440.68,1244.7468,1255.7169
165,165,165,171,172,Jharkhand ,Ranchi,KDH,0.59,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6779,84.9971,Brief summary of KDH Extension OCP: http://environmentclearance.nic.in/writereaddata/Online/TOR/0_0_28_Jul_2014_1530502231Brief-summary-of-project-KDH-Extension-OCP.pdf,Exact,0.708,0.507636,2440.68,1440.0012,1452.6921
166,166,166,172,173,Jharkhand ,Ranchi,ROHINI,2.94,CCL,Central Coalfields Limited,Bituminous,G,OC,23.6917,84.9903,Rohini OCP Land Restoration/Reclamation Monitoring 2011: https://www.centralcoalfields.in/sutbs/pdf/env_reclam/Rohini%20OCP-11-12.pdf,Exact,3.528,2.529576,2440.68,7175.5992,7238.8386
167,167,167,173,174,Jharkhand ,Chatra,PURNADIH,2.02,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7083,84.9861,Purnadih OCP Land Restoration/Reclamation Monitoring 2011: https://www.centralcoalfields.in/hindi/sutbs/pdf/env_reclam/Purnadih%20OCP-11-12.pdf,Exact,2.424,1.7380079999999998,2440.68,4930.1736,4973.6238
168,168,168,174,175,Jharkhand ,Chatra,PIPARWAR,4.32,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7225,85.0485,"Google Maps: https://www.google.com/maps/place/Piparwar+alias+Mangard,+Jharkhand,+India/@23.7204883,85.0309053,14z/data=!3m1!4b1!4m5!3m4!1s0x39f4b65cb13f5a17:0xf4936c6e770eeb46!8m2!3d23.7214559!4d85.0480267",Approximate: coordinates of Piparwar area,5.184,3.716928,2440.68,10543.7376,10636.6608
169,169,169,175,176,Jharkhand ,Chatra,ASHOKA,10.52,CCL,Central Coalfields Limited,Bituminous,G,OC,23.7297,84.9932,"Environment Clearance, Expansion of Ashok OCP: http://environmentclearance.nic.in/writereaddata/Form-1A/EC/03172017WFRUWATOECLetterofAshoka.PDF",Exact,12.624,9.051408,2440.68,25675.953599999997,25902.238799999996
170,170,170,176,177,Jharkhand ,Chatra,AMRAPALI,12.79,CCL,Central Coalfields Limited,Bituminous,G,OC,23.8763,85.0183,Pre-feasibility Report of Amrapali OCP: http://environmentclearance.nic.in/writereaddata/Online/TOR/06_Jun_2018_155851367IKMUE10QAnnexurre_PrefeasibilityReport.pdf,Exact,15.348,11.004516,2440.68,31216.297199999997,31491.410099999997
